UniqueID,Latitude,Longitude,Site,Day,Month,Year,Collection Method,Transect ID,Transect Side,Quadrat,Depth,Visibility,End Latitude,End Longitude,Vocabulary,Name,CATAMI Unique Identifier,CATAMI Name,CATAMI Version,Measurement Unit,Measurement,Observer,Observer ID,Observer ID Type,Organisation,Organisation ID,Organisation ID Type,Project,Data Custodian,Data Contact email,Data Custodian ID,Data Custodian ID Type
KEEN_30_Example_GOOS Macroalgal Subtidal Quadrat Survey_2016_8_8_NE_APPLEDORE_NORWEGIAN_COVE_Q0 Off,42.9906,-70.6115,NE_APPLEDORE,8,8,2016,GOOS Macroalgal Subtidal Quadrat Survey,NORWEGIAN_COVE,Off,Q0 Off,8.5,3,42.9909,-70.6112,WORMS,Saccharina latissima,80300901,Macroalgae: Large canopy-forming: Brown,1.4,Number per Unit,9,BMC,SOMEID,OceanExpert,Byrnes Lab,SOMEIDHERE,OceanExpert,KEEN_30_Example,Jarrett Byrnes,jarrett.byrnes@umb.edu,35333,OceanExpert
KEEN_30_Example_GOOS Macroalgal Subtidal Quadrat Survey_2016_8_8_NE_APPLEDORE_NORWEGIAN_COVE_Q12 Off,42.9906,-70.6115,NE_APPLEDORE,8,8,2016,GOOS Macroalgal Subtidal Quadrat Survey,NORWEGIAN_COVE,Off,Q12 Off,8.5,3,42.9909,-70.6112,WORMS,Agarum clathratum,80300901,Macroalgae: Large canopy-forming: Brown,1.4,Number per Unit,0,BMC,SOMEID,OceanExpert,Byrnes Lab,SOMEIDHERE,OceanExpert,KEEN_30_Example,Jarrett Byrnes,jarrett.byrnes@umb.edu,35333,OceanExpert
KEEN_30_Example_GOOS Macroalgal Subtidal Quadrat Survey_2016_8_8_NE_APPLEDORE_NORWEGIAN_COVE_Q12 Off,42.9906,-70.6115,NE_APPLEDORE,8,8,2016,GOOS Macroalgal Subtidal Quadrat Survey,NORWEGIAN_COVE,Off,Q12 Off,8.5,3,42.9909,-70.6112,CATAMI,Macroalgae: Large canopy-forming: Brown,80300901,Macroalgae: Large canopy-forming: Brown,1.4,Number per Unit,0,BMC,SOMEID,OceanExpert,Byrnes Lab,SOMEIDHERE,OceanExpert,KEEN_30_Example,Jarrett Byrnes,jarrett.byrnes@umb.edu,35333,OceanExpert
KEEN_30_Example_GOOS Macroalgal Subtidal Quadrat Survey_2016_8_8_NE_APPLEDORE_NORWEGIAN_COVE_Q12 Off,42.9906,-70.6115,NE_APPLEDORE,8,8,2016,GOOS Macroalgal Subtidal Quadrat Survey,NORWEGIAN_COVE,Off,Q12 Off,8.5,3,42.9909,-70.6112,WORMS,Saccharina latissima,80300901,Macroalgae: Large canopy-forming: Brown,1.4,Number per Unit,3,BMC,SOMEID,OceanExpert,Byrnes Lab,SOMEIDHERE,OceanExpert,KEEN_30_Example,Jarrett Byrnes,jarrett.byrnes@umb.edu,35333,OceanExpert
KEEN_30_Example_GOOS Macroalgal Subtidal Quadrat Survey_2016_8_8_NE_APPLEDORE_NORWEGIAN_COVE_Q18 In,42.9906,-70.6115,NE_APPLEDORE,8,8,2016,GOOS Macroalgal Subtidal Quadrat Survey,NORWEGIAN_COVE,In,Q18 In,8.5,3,42.9909,-70.6112,WORMS,Agarum clathratum,80300901,Macroalgae: Large canopy-forming: Brown,1.4,Number per Unit,0,BMC,SOMEID,OceanExpert,Byrnes Lab,SOMEIDHERE,OceanExpert,KEEN_30_Example,Jarrett Byrnes,jarrett.byrnes@umb.edu,35333,OceanExpert
KEEN_30_Example_GOOS Macroalgal Subtidal Quadrat Survey_2016_8_8_NE_APPLEDORE_NORWEGIAN_COVE_Q18 In,42.9906,-70.6115,NE_APPLEDORE,8,8,2016,GOOS Macroalgal Subtidal Quadrat Survey,NORWEGIAN_COVE,In,Q18 In,8.5,3,42.9909,-70.6112,CATAMI,Macroalgae: Large canopy-forming: Brown,80300901,Macroalgae: Large canopy-forming: Brown,1.4,Number per Unit,0,BMC,SOMEID,OceanExpert,Byrnes Lab,SOMEIDHERE,OceanExpert,KEEN_30_Example,Jarrett Byrnes,jarrett.byrnes@umb.edu,35333,OceanExpert
KEEN_30_Example_GOOS Macroalgal Subtidal Quadrat Survey_2016_8_8_NE_APPLEDORE_NORWEGIAN_COVE_Q18 In,42.9906,-70.6115,NE_APPLEDORE,8,8,2016,GOOS Macroalgal Subtidal Quadrat Survey,NORWEGIAN_COVE,In,Q18 In,8.5,3,42.9909,-70.6112,WORMS,Saccharina latissima,80300901,Macroalgae: Large canopy-forming: Brown,1.4,Number per Unit,9,BMC,SOMEID,OceanExpert,Byrnes Lab,SOMEIDHERE,OceanExpert,KEEN_30_Example,Jarrett Byrnes,jarrett.byrnes@umb.edu,35333,OceanExpert
KEEN_30_Example_GOOS Macroalgal Subtidal Quadrat Survey_2016_8_8_NE_APPLEDORE_NORWEGIAN_COVE_Q24 Off,42.9906,-70.6115,NE_APPLEDORE,8,8,2016,GOOS Macroalgal Subtidal Quadrat Survey,NORWEGIAN_COVE,Off,Q24 Off,8.5,3,42.9909,-70.6112,WORMS,Agarum clathratum,80300901,Macroalgae: Large canopy-forming: Brown,1.4,Number per Unit,0,BMC,SOMEID,OceanExpert,Byrnes Lab,SOMEIDHERE,OceanExpert,KEEN_30_Example,Jarrett Byrnes,jarrett.byrnes@umb.edu,35333,OceanExpert
KEEN_30_Example_GOOS Macroalgal Subtidal Quadrat Survey_2016_8_8_NE_APPLEDORE_NORWEGIAN_COVE_Q24 Off,42.9906,-70.6115,NE_APPLEDORE,8,8,2016,GOOS Macroalgal Subtidal Quadrat Survey,NORWEGIAN_COVE,Off,Q24 Off,8.5,3,42.9909,-70.6112,CATAMI,Macroalgae: Large canopy-forming: Brown,80300901,Macroalgae: Large canopy-forming: Brown,1.4,Number per Unit,2,BMC,SOMEID,OceanExpert,Byrnes Lab,SOMEIDHERE,OceanExpert,KEEN_30_Example,Jarrett Byrnes,jarrett.byrnes@umb.edu,35333,OceanExpert
KEEN_30_Example_GOOS Macroalgal Subtidal Quadrat Survey_2016_8_8_NE_APPLEDORE_NORWEGIAN_COVE_Q24 Off,42.9906,-70.6115,NE_APPLEDORE,8,8,2016,GOOS Macroalgal Subtidal Quadrat Survey,NORWEGIAN_COVE,Off,Q24 Off,8.5,3,42.9909,-70.6112,WORMS,Saccharina latissima,80300901,Macroalgae: Large canopy-forming: Brown,1.4,Number per Unit,12,BMC,SOMEID,OceanExpert,Byrnes Lab,SOMEIDHERE,OceanExpert,KEEN_30_Example,Jarrett Byrnes,jarrett.byrnes@umb.edu,35333,OceanExpert
KEEN_30_Example_GOOS Macroalgal Subtidal Quadrat Survey_2016_8_8_NE_APPLEDORE_NORWEGIAN_COVE_Q30 In,42.9906,-70.6115,NE_APPLEDORE,8,8,2016,GOOS Macroalgal Subtidal Quadrat Survey,NORWEGIAN_COVE,In,Q30 In,8.5,3,42.9909,-70.6112,WORMS,Agarum clathratum,80300901,Macroalgae: Large canopy-forming: Brown,1.4,Number per Unit,0,BMC,SOMEID,OceanExpert,Byrnes Lab,SOMEIDHERE,OceanExpert,KEEN_30_Example,Jarrett Byrnes,jarrett.byrnes@umb.edu,35333,OceanExpert
KEEN_30_Example_GOOS Macroalgal Subtidal Quadrat Survey_2016_8_8_NE_APPLEDORE_NORWEGIAN_COVE_Q30 In,42.9906,-70.6115,NE_APPLEDORE,8,8,2016,GOOS Macroalgal Subtidal Quadrat Survey,NORWEGIAN_COVE,In,Q30 In,8.5,3,42.9909,-70.6112,CATAMI,Macroalgae: Large canopy-forming: Brown,80300901,Macroalgae: Large canopy-forming: Brown,1.4,Number per Unit,0,BMC,SOMEID,OceanExpert,Byrnes Lab,SOMEIDHERE,OceanExpert,KEEN_30_Example,Jarrett Byrnes,jarrett.byrnes@umb.edu,35333,OceanExpert
KEEN_30_Example_GOOS Macroalgal Subtidal Quadrat Survey_2016_8_8_NE_APPLEDORE_NORWEGIAN_COVE_Q30 In,42.9906,-70.6115,NE_APPLEDORE,8,8,2016,GOOS Macroalgal Subtidal Quadrat Survey,NORWEGIAN_COVE,In,Q30 In,8.5,3,42.9909,-70.6112,WORMS,Saccharina latissima,80300901,Macroalgae: Large canopy-forming: Brown,1.4,Number per Unit,3,BMC,SOMEID,OceanExpert,Byrnes Lab,SOMEIDHERE,OceanExpert,KEEN_30_Example,Jarrett Byrnes,jarrett.byrnes@umb.edu,35333,OceanExpert
KEEN_30_Example_GOOS Macroalgal Subtidal Quadrat Survey_2016_8_8_NE_APPLEDORE_NORWEGIAN_COVE_Q6 In,42.9906,-70.6115,NE_APPLEDORE,8,8,2016,GOOS Macroalgal Subtidal Quadrat Survey,NORWEGIAN_COVE,In,Q6 In,8.5,3,42.9909,-70.6112,WORMS,Agarum clathratum,80300901,Macroalgae: Large canopy-forming: Brown,1.4,Number per Unit,1,BMC,SOMEID,OceanExpert,Byrnes Lab,SOMEIDHERE,OceanExpert,KEEN_30_Example,Jarrett Byrnes,jarrett.byrnes@umb.edu,35333,OceanExpert
KEEN_30_Example_GOOS Macroalgal Subtidal Quadrat Survey_2016_8_8_NE_APPLEDORE_NORWEGIAN_COVE_Q6 In,42.9906,-70.6115,NE_APPLEDORE,8,8,2016,GOOS Macroalgal Subtidal Quadrat Survey,NORWEGIAN_COVE,In,Q6 In,8.5,3,42.9909,-70.6112,CATAMI,Macroalgae: Large canopy-forming: Brown,80300901,Macroalgae: Large canopy-forming: Brown,1.4,Number per Unit,0,BMC,SOMEID,OceanExpert,Byrnes Lab,SOMEIDHERE,OceanExpert,KEEN_30_Example,Jarrett Byrnes,jarrett.byrnes@umb.edu,35333,OceanExpert
KEEN_30_Example_GOOS Macroalgal Subtidal Quadrat Survey_2016_8_8_NE_APPLEDORE_NORWEGIAN_COVE_Q6 In,42.9906,-70.6115,NE_APPLEDORE,8,8,2016,GOOS Macroalgal Subtidal Quadrat Survey,NORWEGIAN_COVE,In,Q6 In,8.5,3,42.9909,-70.6112,WORMS,Saccharina latissima,80300901,Macroalgae: Large canopy-forming: Brown,1.4,Number per Unit,2,BMC,SOMEID,OceanExpert,Byrnes Lab,SOMEIDHERE,OceanExpert,KEEN_30_Example,Jarrett Byrnes,jarrett.byrnes@umb.edu,35333,OceanExpert
KEEN_30_Example_GOOS Macroalgal Subtidal Quadrat Survey_2016_8_9_NE_APPLEDORE_BROADWAY_42ND_Q0 Off,42.99184,-70.61057,NE_APPLEDORE,9,8,2016,GOOS Macroalgal Subtidal Quadrat Survey,BROADWAY_42ND,Off,Q0 Off,6.35,4,42.99201,-70.61097,WORMS,Saccharina latissima,80300901,Macroalgae: Large canopy-forming: Brown,1.4,Number per Unit,0,BRI,SOMEID,OceanExpert,Byrnes Lab,SOMEIDHERE,OceanExpert,KEEN_30_Example,Jarrett Byrnes,jarrett.byrnes@umb.edu,35333,OceanExpert
KEEN_30_Example_GOOS Macroalgal Subtidal Quadrat Survey_2016_8_9_NE_APPLEDORE_BROADWAY_42ND_Q12 Off,42.99184,-70.61057,NE_APPLEDORE,9,8,2016,GOOS Macroalgal Subtidal Quadrat Survey,BROADWAY_42ND,Off,Q12 Off,6.35,4,42.99201,-70.61097,WORMS,Saccharina latissima,80300901,Macroalgae: Large canopy-forming: Brown,1.4,Number per Unit,3,BRI,SOMEID,OceanExpert,Byrnes Lab,SOMEIDHERE,OceanExpert,KEEN_30_Example,Jarrett Byrnes,jarrett.byrnes@umb.edu,35333,OceanExpert
KEEN_30_Example_GOOS Macroalgal Subtidal Quadrat Survey_2016_8_9_NE_APPLEDORE_BROADWAY_42ND_Q18 In,42.99184,-70.61057,NE_APPLEDORE,9,8,2016,GOOS Macroalgal Subtidal Quadrat Survey,BROADWAY_42ND,In,Q18 In,6.35,4,42.99201,-70.61097,WORMS,Saccharina latissima,80300901,Macroalgae: Large canopy-forming: Brown,1.4,Number per Unit,1,BRI,SOMEID,OceanExpert,Byrnes Lab,SOMEIDHERE,OceanExpert,KEEN_30_Example,Jarrett Byrnes,jarrett.byrnes@umb.edu,35333,OceanExpert
KEEN_30_Example_GOOS Macroalgal Subtidal Quadrat Survey_2016_8_9_NE_APPLEDORE_BROADWAY_42ND_Q24 Off,42.99184,-70.61057,NE_APPLEDORE,9,8,2016,GOOS Macroalgal Subtidal Quadrat Survey,BROADWAY_42ND,Off,Q24 Off,6.35,4,42.99201,-70.61097,WORMS,Saccharina latissima,80300901,Macroalgae: Large canopy-forming: Brown,1.4,Number per Unit,1,BRI,SOMEID,OceanExpert,Byrnes Lab,SOMEIDHERE,OceanExpert,KEEN_30_Example,Jarrett Byrnes,jarrett.byrnes@umb.edu,35333,OceanExpert
KEEN_30_Example_GOOS Macroalgal Subtidal Quadrat Survey_2016_8_9_NE_APPLEDORE_BROADWAY_42ND_Q30 In,42.99184,-70.61057,NE_APPLEDORE,9,8,2016,GOOS Macroalgal Subtidal Quadrat Survey,BROADWAY_42ND,In,Q30 In,6.35,4,42.99201,-70.61097,WORMS,Saccharina latissima,80300901,Macroalgae: Large canopy-forming: Brown,1.4,Number per Unit,3,BRI,SOMEID,OceanExpert,Byrnes Lab,SOMEIDHERE,OceanExpert,KEEN_30_Example,Jarrett Byrnes,jarrett.byrnes@umb.edu,35333,OceanExpert
KEEN_30_Example_GOOS Macroalgal Subtidal Quadrat Survey_2016_8_9_NE_APPLEDORE_BROADWAY_42ND_Q6 In,42.99184,-70.61057,NE_APPLEDORE,9,8,2016,GOOS Macroalgal Subtidal Quadrat Survey,BROADWAY_42ND,In,Q6 In,6.35,4,42.99201,-70.61097,WORMS,Saccharina latissima,80300901,Macroalgae: Large canopy-forming: Brown,1.4,Number per Unit,0,BRI,SOMEID,OceanExpert,Byrnes Lab,SOMEIDHERE,OceanExpert,KEEN_30_Example,Jarrett Byrnes,jarrett.byrnes@umb.edu,35333,OceanExpert
KEEN_30_Example_GOOS Macroalgal Subtidal Quadrat Survey_2016_8_9_NE_APPLEDORE_DEVILS_DANCE_FLOOR_Q0 Off,42.9976,-70.61309,NE_APPLEDORE,9,8,2016,GOOS Macroalgal Subtidal Quadrat Survey,DEVILS_DANCE_FLOOR,Off,Q0 Off,9.75,1.5,42.99288,-70.61361,WORMS,Agarum clathratum,80300901,Macroalgae: Large canopy-forming: Brown,1.4,Number per Unit,0,BRI,SOMEID,OceanExpert,Byrnes Lab,SOMEIDHERE,OceanExpert,KEEN_30_Example,Jarrett Byrnes,jarrett.byrnes@umb.edu,35333,OceanExpert
KEEN_30_Example_GOOS Macroalgal Subtidal Quadrat Survey_2016_8_9_NE_APPLEDORE_DEVILS_DANCE_FLOOR_Q0 Off,42.9976,-70.61309,NE_APPLEDORE,9,8,2016,GOOS Macroalgal Subtidal Quadrat Survey,DEVILS_DANCE_FLOOR,Off,Q0 Off,9.75,1.5,42.99288,-70.61361,WORMS,Saccharina latissima,80300901,Macroalgae: Large canopy-forming: Brown,1.4,Number per Unit,18,BRI,SOMEID,OceanExpert,Byrnes Lab,SOMEIDHERE,OceanExpert,KEEN_30_Example,Jarrett Byrnes,jarrett.byrnes@umb.edu,35333,OceanExpert
